narration_id,participant_id,video_id,start_frame,stop_frame,event_start_frame,time_to_event_frames,time_to_event_sec,start_timestamp,stop_timestamp,event_start_timestamp,cross,cross_class,look,look_class,action,action_class,designated_class,intersection_class,signalized_class,crossing_point,crossing,exp_start_point
video_0001_0_1_4_obs6,0_1_4,video_0001,495,509,599,90,3.0,00:16.5,00:17.0,00:20.0,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs0,0_3_7,video_0003,129,143,173,30,1.0,00:04.3,00:04.8,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs1,0_3_7,video_0003,119,133,173,40,1.3333333333333333,00:04.0,00:04.4,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs2,0_3_7,video_0003,109,123,173,50,1.6666666666666667,00:03.6,00:04.1,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs3,0_3_7,video_0003,99,113,173,60,2.0,00:03.3,00:03.8,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs4,0_3_7,video_0003,89,103,173,70,2.333333333333333,00:03.0,00:03.4,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs5,0_3_7,video_0003,79,93,173,80,2.6666666666666665,00:02.6,00:03.1,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_7_obs6,0_3_7,video_0003,69,83,173,90,3.0,00:02.3,00:02.8,00:05.8,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs0,0_3_8,video_0003,141,155,185,30,1.0,00:04.7,00:05.2,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs1,0_3_8,video_0003,131,145,185,40,1.3333333333333333,00:04.4,00:04.8,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs2,0_3_8,video_0003,121,135,185,50,1.6666666666666667,00:04.0,00:04.5,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs3,0_3_8,video_0003,111,125,185,60,2.0,00:03.7,00:04.2,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs4,0_3_8,video_0003,101,115,185,70,2.333333333333333,00:03.4,00:03.8,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs5,0_3_8,video_0003,91,105,185,80,2.6666666666666665,00:03.0,00:03.5,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_8_obs6,0_3_8,video_0003,81,95,185,90,3.0,00:02.7,00:03.2,00:06.2,,0,,-1,,-1,,,,,,
video_0003_0_3_7b_obs0,0_3_7b,video_0003,130,144,174,30,1.0,00:04.3,00:04.8,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs1,0_3_7b,video_0003,120,134,174,40,1.3333333333333333,00:04.0,00:04.5,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs2,0_3_7b,video_0003,110,124,174,50,1.6666666666666667,00:03.7,00:04.1,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs3,0_3_7b,video_0003,100,114,174,60,2.0,00:03.3,00:03.8,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs4,0_3_7b,video_0003,90,104,174,70,2.333333333333333,00:03.0,00:03.5,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs5,0_3_7b,video_0003,80,94,174,80,2.6666666666666665,00:02.7,00:03.1,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0003_0_3_7b_obs6,0_3_7b,video_0003,70,84,174,90,3.0,00:02.3,00:02.8,00:05.8,0.0,0,0.0,0,0.0,0,0.0,1.0,2.0,-1.0,1.0,
video_0004_0_4_10_obs0,0_4_10,video_0004,131,145,175,30,1.0,00:04.4,00:04.8,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs1,0_4_10,video_0004,121,135,175,40,1.3333333333333333,00:04.0,00:04.5,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs2,0_4_10,video_0004,111,125,175,50,1.6666666666666667,00:03.7,00:04.2,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs3,0_4_10,video_0004,101,115,175,60,2.0,00:03.4,00:03.8,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs4,0_4_10,video_0004,91,105,175,70,2.333333333333333,00:03.0,00:03.5,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs5,0_4_10,video_0004,81,95,175,80,2.6666666666666665,00:02.7,00:03.2,00:05.8,,0,,-1,,-1,,,,,,
video_0004_0_4_10_obs6,0_4_10,video_0004,71,85,175,90,3.0,00:02.4,00:02.8,00:05.8,,0,,-1,,-1,,,,,,
video_0007_0_7_40_obs0,0_7_40,video_0007,3,17,47,30,1.0,00:00.1,00:00.6,00:01.6,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs0,0_7_41,video_0007,75,89,119,30,1.0,00:02.5,00:03.0,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs1,0_7_41,video_0007,65,79,119,40,1.3333333333333333,00:02.2,00:02.6,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs2,0_7_41,video_0007,55,69,119,50,1.6666666666666667,00:01.8,00:02.3,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs3,0_7_41,video_0007,45,59,119,60,2.0,00:01.5,00:02.0,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs4,0_7_41,video_0007,35,49,119,70,2.333333333333333,00:01.2,00:01.6,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs5,0_7_41,video_0007,25,39,119,80,2.6666666666666665,00:00.8,00:01.3,00:04.0,,0,,-1,,-1,,,,,,
video_0007_0_7_41_obs6,0_7_41,video_0007,15,29,119,90,3.0,00:00.5,00:01.0,00:04.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs0,0_8_44,video_0008,105,119,149,30,1.0,00:03.5,00:04.0,00:05.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs1,0_8_44,video_0008,95,109,149,40,1.3333333333333333,00:03.2,00:03.6,00:05.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs2,0_8_44,video_0008,85,99,149,50,1.6666666666666667,00:02.8,00:03.3,00:05.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs3,0_8_44,video_0008,75,89,149,60,2.0,00:02.5,00:03.0,00:05.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs4,0_8_44,video_0008,65,79,149,70,2.333333333333333,00:02.2,00:02.6,00:05.0,,0,,-1,,-1,,,,,,
video_0008_0_8_44_obs5,0_8_44,video_0008,55,69,149,80,2.6666666666666665,00:01.8,00:02.3,00:05.0,,0,,-1,,-1,,,,,,
video_0009_0_9_46_obs0,0_9_46,video_0009,11,25,55,30,1.0,00:00.4,00:00.8,00:01.8,,0,,-1,,-1,,,,,,
video_0009_0_9_46_obs1,0_9_46,video_0009,1,15,55,40,1.3333333333333333,00:00.0,00:00.5,00:01.8,,0,,-1,,-1,,,,,,
video_0010_0_10_48_obs0,0_10_48,video_0010,35,49,79,30,1.0,00:01.2,00:01.6,00:02.6,,0,,-1,,-1,,,,,,
video_0010_0_10_50_obs0,0_10_50,video_0010,16,30,60,30,1.0,00:00.5,00:01.0,00:02.0,,0,,-1,,-1,,,,,,
video_0010_0_10_50_obs1,0_10_50,video_0010,6,20,60,40,1.3333333333333333,00:00.2,00:00.7,00:02.0,,0,,-1,,-1,,,,,,
video_0010_0_10_52_obs0,0_10_52,video_0010,17,31,61,30,1.0,00:00.6,00:01.0,00:02.0,,0,,-1,,-1,,,,,,
video_0010_0_10_52_obs1,0_10_52,video_0010,7,21,61,40,1.3333333333333333,00:00.2,00:00.7,00:02.0,,0,,-1,,-1,,,,,,
video_0010_0_10_53_obs0,0_10_53,video_0010,45,59,89,30,1.0,00:01.5,00:02.0,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_53_obs1,0_10_53,video_0010,35,49,89,40,1.3333333333333333,00:01.2,00:01.6,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_53_obs2,0_10_53,video_0010,25,39,89,50,1.6666666666666667,00:00.8,00:01.3,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_53_obs3,0_10_53,video_0010,15,29,89,60,2.0,00:00.5,00:01.0,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_53_obs4,0_10_53,video_0010,5,19,89,70,2.333333333333333,00:00.2,00:00.6,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_55_obs0,0_10_55,video_0010,45,59,89,30,1.0,00:01.5,00:02.0,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_55_obs1,0_10_55,video_0010,35,49,89,40,1.3333333333333333,00:01.2,00:01.6,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_55_obs2,0_10_55,video_0010,25,39,89,50,1.6666666666666667,00:00.8,00:01.3,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_55_obs3,0_10_55,video_0010,15,29,89,60,2.0,00:00.5,00:01.0,00:03.0,,0,,-1,,-1,,,,,,
video_0010_0_10_55_obs4,0_10_55,video_0010,5,19,89,70,2.333333333333333,00:00.2,00:00.6,00:03.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs0,0_12_57,video_0012,75,89,119,30,1.0,00:02.5,00:03.0,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs1,0_12_57,video_0012,65,79,119,40,1.3333333333333333,00:02.2,00:02.6,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs2,0_12_57,video_0012,55,69,119,50,1.6666666666666667,00:01.8,00:02.3,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs3,0_12_57,video_0012,45,59,119,60,2.0,00:01.5,00:02.0,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs4,0_12_57,video_0012,35,49,119,70,2.333333333333333,00:01.2,00:01.6,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs5,0_12_57,video_0012,25,39,119,80,2.6666666666666665,00:00.8,00:01.3,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_57_obs6,0_12_57,video_0012,15,29,119,90,3.0,00:00.5,00:01.0,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs0,0_12_59,video_0012,75,89,119,30,1.0,00:02.5,00:03.0,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs1,0_12_59,video_0012,65,79,119,40,1.3333333333333333,00:02.2,00:02.6,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs2,0_12_59,video_0012,55,69,119,50,1.6666666666666667,00:01.8,00:02.3,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs3,0_12_59,video_0012,45,59,119,60,2.0,00:01.5,00:02.0,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs4,0_12_59,video_0012,35,49,119,70,2.333333333333333,00:01.2,00:01.6,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_59_obs5,0_12_59,video_0012,25,39,119,80,2.6666666666666665,00:00.8,00:01.3,00:04.0,,0,,-1,,-1,,,,,,
video_0012_0_12_60_obs0,0_12_60,video_0012,18,32,62,30,1.0,00:00.6,00:01.1,00:02.1,,0,,-1,,-1,,,,,,
video_0012_0_12_60_obs1,0_12_60,video_0012,8,22,62,40,1.3333333333333333,00:00.3,00:00.7,00:02.1,,0,,-1,,-1,,,,,,
video_0012_0_12_57b_obs0,0_12_57b,video_0012,64,78,108,30,1.0,00:02.1,00:02.6,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs1,0_12_57b,video_0012,54,68,108,40,1.3333333333333333,00:01.8,00:02.3,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs2,0_12_57b,video_0012,44,58,108,50,1.6666666666666667,00:01.5,00:01.9,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs3,0_12_57b,video_0012,34,48,108,60,2.0,00:01.1,00:01.6,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs4,0_12_57b,video_0012,24,38,108,70,2.333333333333333,00:00.8,00:01.3,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs5,0_12_57b,video_0012,14,28,108,80,2.6666666666666665,00:00.5,00:00.9,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0012_0_12_57b_obs6,0_12_57b,video_0012,4,18,108,90,3.0,00:00.1,00:00.6,00:03.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.0,-1.0,1.0,
video_0014_0_14_62b_obs0,0_14_62b,video_0014,212,226,256,30,1.0,00:07.1,00:07.5,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs1,0_14_62b,video_0014,202,216,256,40,1.3333333333333333,00:06.7,00:07.2,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs2,0_14_62b,video_0014,192,206,256,50,1.6666666666666667,00:06.4,00:06.9,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs3,0_14_62b,video_0014,182,196,256,60,2.0,00:06.1,00:06.5,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs4,0_14_62b,video_0014,172,186,256,70,2.333333333333333,00:05.7,00:06.2,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs5,0_14_62b,video_0014,162,176,256,80,2.6666666666666665,00:05.4,00:05.9,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0014_0_14_62b_obs6,0_14_62b,video_0014,152,166,256,90,3.0,00:05.1,00:05.5,00:08.5,0.0,0,0.0,0,1.0,1,1.0,0.0,1.0,-1.0,1.0,
video_0019_0_19_76_obs0,0_19_76,video_0019,435,449,479,30,1.0,00:14.5,00:15.0,00:16.0,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs0,0_19_77,video_0019,169,183,213,30,1.0,00:05.6,00:06.1,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs1,0_19_77,video_0019,159,173,213,40,1.3333333333333333,00:05.3,00:05.8,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs2,0_19_77,video_0019,149,163,213,50,1.6666666666666667,00:05.0,00:05.4,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs3,0_19_77,video_0019,139,153,213,60,2.0,00:04.6,00:05.1,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs4,0_19_77,video_0019,129,143,213,70,2.333333333333333,00:04.3,00:04.8,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs5,0_19_77,video_0019,119,133,213,80,2.6666666666666665,00:04.0,00:04.4,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_77_obs6,0_19_77,video_0019,109,123,213,90,3.0,00:03.6,00:04.1,00:07.1,,0,,-1,,-1,,,,,,
video_0019_0_19_78_obs0,0_19_78,video_0019,435,449,479,30,1.0,00:14.5,00:15.0,00:16.0,,0,,-1,,-1,,,,,,
video_0019_0_19_78_obs1,0_19_78,video_0019,425,439,479,40,1.3333333333333333,00:14.2,00:14.6,00:16.0,,0,,-1,,-1,,,,,,
video_0019_0_19_78_obs2,0_19_78,video_0019,415,429,479,50,1.6666666666666667,00:13.8,00:14.3,00:16.0,,0,,-1,,-1,,,,,,
video_0019_0_19_78_obs3,0_19_78,video_0019,405,419,479,60,2.0,00:13.5,00:14.0,00:16.0,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs0,0_19_79,video_0019,366,380,410,30,1.0,00:12.2,00:12.7,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs1,0_19_79,video_0019,356,370,410,40,1.3333333333333333,00:11.9,00:12.3,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs2,0_19_79,video_0019,346,360,410,50,1.6666666666666667,00:11.5,00:12.0,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs3,0_19_79,video_0019,336,350,410,60,2.0,00:11.2,00:11.7,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs4,0_19_79,video_0019,326,340,410,70,2.333333333333333,00:10.9,00:11.3,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs5,0_19_79,video_0019,316,330,410,80,2.6666666666666665,00:10.5,00:11.0,00:13.7,,0,,-1,,-1,,,,,,
video_0019_0_19_79_obs6,0_19_79,video_0019,306,320,410,90,3.0,00:10.2,00:10.7,00:13.7,,0,,-1,,-1,,,,,,
video_0020_0_20_91b_obs0,0_20_91b,video_0020,12,26,56,30,1.0,00:00.4,00:00.9,00:01.9,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,56.0,0.0,
video_0020_0_20_91b_obs1,0_20_91b,video_0020,2,16,56,40,1.3333333333333333,00:00.1,00:00.5,00:01.9,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,56.0,0.0,
video_0020_0_20_81_obs0,0_20_81,video_0020,21,35,65,30,1.0,00:00.7,00:01.2,00:02.2,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs0,0_20_82,video_0020,495,509,539,30,1.0,00:16.5,00:17.0,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs1,0_20_82,video_0020,485,499,539,40,1.3333333333333333,00:16.2,00:16.6,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs2,0_20_82,video_0020,475,489,539,50,1.6666666666666667,00:15.8,00:16.3,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs3,0_20_82,video_0020,465,479,539,60,2.0,00:15.5,00:16.0,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs4,0_20_82,video_0020,455,469,539,70,2.333333333333333,00:15.2,00:15.6,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs5,0_20_82,video_0020,445,459,539,80,2.6666666666666665,00:14.8,00:15.3,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_82_obs6,0_20_82,video_0020,435,449,539,90,3.0,00:14.5,00:15.0,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs0,0_20_83,video_0020,255,269,299,30,1.0,00:08.5,00:09.0,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs1,0_20_83,video_0020,245,259,299,40,1.3333333333333333,00:08.2,00:08.6,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs2,0_20_83,video_0020,235,249,299,50,1.6666666666666667,00:07.8,00:08.3,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs3,0_20_83,video_0020,225,239,299,60,2.0,00:07.5,00:08.0,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs4,0_20_83,video_0020,215,229,299,70,2.333333333333333,00:07.2,00:07.6,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs5,0_20_83,video_0020,205,219,299,80,2.6666666666666665,00:06.8,00:07.3,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_83_obs6,0_20_83,video_0020,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0020_0_20_85_obs0,0_20_85,video_0020,21,35,65,30,1.0,00:00.7,00:01.2,00:02.2,,0,,-1,,-1,,,,,,
video_0020_0_20_85_obs1,0_20_85,video_0020,11,25,65,40,1.3333333333333333,00:00.4,00:00.8,00:02.2,,0,,-1,,-1,,,,,,
video_0020_0_20_85_obs2,0_20_85,video_0020,1,15,65,50,1.6666666666666667,00:00.0,00:00.5,00:02.2,,0,,-1,,-1,,,,,,
video_0020_0_20_86_obs0,0_20_86,video_0020,6,20,50,30,1.0,00:00.2,00:00.7,00:01.7,,0,,-1,,-1,,,,,,
video_0020_0_20_86b_obs0,0_20_86b,video_0020,337,351,381,30,1.0,00:11.2,00:11.7,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs1,0_20_86b,video_0020,327,341,381,40,1.3333333333333333,00:10.9,00:11.4,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs2,0_20_86b,video_0020,317,331,381,50,1.6666666666666667,00:10.6,00:11.0,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs3,0_20_86b,video_0020,307,321,381,60,2.0,00:10.2,00:10.7,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs4,0_20_86b,video_0020,297,311,381,70,2.333333333333333,00:09.9,00:10.4,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs5,0_20_86b,video_0020,287,301,381,80,2.6666666666666665,00:09.6,00:10.0,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_86b_obs6,0_20_86b,video_0020,277,291,381,90,3.0,00:09.2,00:09.7,00:12.7,1.0,1,1.0,1,1.0,1,0.0,0.0,0.0,381.0,1.0,
video_0020_0_20_88_obs0,0_20_88,video_0020,480,494,524,30,1.0,00:16.0,00:16.5,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs1,0_20_88,video_0020,470,484,524,40,1.3333333333333333,00:15.7,00:16.1,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs2,0_20_88,video_0020,460,474,524,50,1.6666666666666667,00:15.3,00:15.8,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs3,0_20_88,video_0020,450,464,524,60,2.0,00:15.0,00:15.5,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs4,0_20_88,video_0020,440,454,524,70,2.333333333333333,00:14.7,00:15.1,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs5,0_20_88,video_0020,430,444,524,80,2.6666666666666665,00:14.3,00:14.8,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_88_obs6,0_20_88,video_0020,420,434,524,90,3.0,00:14.0,00:14.5,00:17.5,,0,,-1,,-1,,,,,,
video_0020_0_20_89_obs0,0_20_89,video_0020,495,509,539,30,1.0,00:16.5,00:17.0,00:18.0,,0,,-1,,-1,,,,,,
video_0020_0_20_90_obs0,0_20_90,video_0020,54,68,98,30,1.0,00:01.8,00:02.3,00:03.3,,0,,-1,,-1,,,,,,
