video_id,frame,participant_id,x1,y1,x2,y2
set03/video_0001,1517,3_1_220,1201.0,728.63,1216.92,774.02
set03/video_0001,1518,3_1_220,1203.4,728.27,1219.82,774.2
set03/video_0001,1519,3_1_220,1205.8,727.91,1222.71,774.39
set03/video_0001,1520,3_1_220,1208.2,727.56,1225.61,774.58
set03/video_0001,1521,3_1_220,1210.6,727.2,1228.5,774.76
set03/video_0001,1522,3_1_220,1213.97,726.85,1231.67,774.94
set03/video_0001,1523,3_1_220,1217.35,726.49,1234.85,775.13
set03/video_0001,1524,3_1_220,1220.72,726.13,1238.03,775.32
set03/video_0001,1525,3_1_220,1224.1,725.78,1241.2,775.5
set03/video_0001,1526,3_1_220,1227.76,725.53,1244.94,775.96
set03/video_0001,1527,3_1_220,1231.41,725.28,1248.67,776.43
set03/video_0001,1528,3_1_220,1235.07,725.02,1252.41,776.89
set03/video_0001,1529,3_1_220,1238.72,724.77,1256.15,777.36
set03/video_0001,1530,3_1_220,1242.38,724.52,1259.88,777.82
set03/video_0001,1531,3_1_220,1246.03,724.27,1263.62,778.29
set03/video_0001,1532,3_1_220,1249.69,724.02,1267.35,778.75
set03/video_0001,1533,3_1_220,1253.34,723.77,1271.09,779.22
set03/video_0001,1534,3_1_220,1257.0,723.51,1274.83,779.68
set03/video_0001,1535,3_1_220,1260.65,723.26,1278.56,780.15
set03/video_0001,1536,3_1_220,1264.31,723.01,1282.3,780.61
set03/video_0001,1537,3_1_220,1268.99,723.02,1287.06,781.33
set03/video_0001,1538,3_1_220,1273.67,723.02,1291.82,782.05
set03/video_0001,1539,3_1_220,1278.35,723.03,1296.59,782.78
set03/video_0001,1540,3_1_220,1283.03,723.03,1301.35,783.5
set03/video_0001,1541,3_1_220,1287.71,723.04,1306.11,784.22
set03/video_0001,1542,3_1_220,1292.92,722.87,1311.41,784.76
set03/video_0001,1543,3_1_220,1298.14,722.7,1316.7,785.31
set03/video_0001,1544,3_1_220,1303.36,722.53,1322.0,785.86
set03/video_0001,1545,3_1_220,1308.57,722.36,1327.3,786.4
set03/video_0001,1546,3_1_220,1315.23,721.69,1334.05,787.06
set03/video_0001,1547,3_1_220,1321.88,721.03,1340.79,787.73
set03/video_0001,1548,3_1_220,1328.54,720.36,1347.54,788.39
set03/video_0001,1549,3_1_220,1335.2,719.7,1354.28,789.05
set03/video_0001,1550,3_1_220,1341.86,719.03,1361.03,789.72
set03/video_0001,1551,3_1_220,1348.51,718.37,1367.77,790.38
set03/video_0001,1552,3_1_220,1355.17,717.7,1374.52,791.05
set03/video_0001,1553,3_1_220,1361.83,717.04,1381.26,791.71
set03/video_0001,1554,3_1_220,1368.49,716.37,1388.01,792.37
set03/video_0001,1555,3_1_220,1375.14,715.71,1394.75,793.04
set03/video_0001,1556,3_1_220,1381.8,715.04,1401.5,793.7
set03/video_0001,1557,3_1_220,1389.66,714.37,1410.56,795.01
set03/video_0001,1558,3_1_220,1397.52,713.71,1419.63,796.32
set03/video_0001,1559,3_1_220,1405.38,713.04,1428.69,797.64
set03/video_0001,1560,3_1_220,1413.24,712.38,1437.76,798.95
set03/video_0001,1561,3_1_220,1421.1,711.71,1446.82,800.26
set03/video_0001,1562,3_1_220,1431.02,710.08,1457.18,800.16
set03/video_0001,1563,3_1_220,1440.95,708.46,1467.54,800.06
set03/video_0001,1564,3_1_220,1450.88,706.83,1477.9,799.96
set03/video_0001,1565,3_1_220,1460.8,705.2,1488.26,799.86
set03/video_0001,1566,3_1_220,1472.42,703.48,1500.27,800.09
set03/video_0001,1567,3_1_220,1484.05,701.75,1512.28,800.32
set03/video_0001,1568,3_1_220,1495.67,700.02,1524.3,800.55
set03/video_0001,1569,3_1_220,1507.3,698.3,1536.31,800.78
set03/video_0001,1570,3_1_220,1520.15,697.07,1549.16,799.56
set03/video_0001,1571,3_1_220,1533.93,695.85,1562.93,798.33
set03/video_0001,1572,3_1_220,1542.8,699.0,1571.81,803.23
set03/video_0001,1573,3_1_220,1559.33,690.9,1588.33,805.38
set03/video_0001,1574,3_1_220,1572.0,691.5,1603.33,805.99
set03/video_0001,1575,3_1_220,1587.6,688.56,1620.47,806.11
set03/video_0001,1576,3_1_220,1603.2,685.62,1637.6,806.23
set03/video_0001,1577,3_1_220,1618.8,682.68,1654.74,806.36
set03/video_0001,1578,3_1_220,1634.4,679.74,1671.87,806.48
set03/video_0001,1579,3_1_220,1650.0,676.8,1689.01,806.6
set03/video_0001,1580,3_1_220,1668.84,672.9,1707.81,806.93
set03/video_0001,1581,3_1_220,1687.68,669.01,1726.61,807.26
set03/video_0001,1582,3_1_220,1708.57,664.86,1747.46,807.33
set03/video_0001,1583,3_1_220,1729.47,660.71,1768.32,807.41
set03/video_0001,1584,3_1_220,1750.36,656.56,1789.17,807.48
set03/video_0001,1585,3_1_220,1771.26,652.41,1810.03,807.56
set03/video_0001,1586,3_1_220,1792.15,648.26,1830.88,807.63
set03/video_0001,1587,3_1_220,1816.13,645.41,1854.82,809.0
set03/video_0001,1588,3_1_220,1840.11,642.55,1878.76,810.37
set03/video_0001,1589,3_1_220,1864.09,639.7,1902.7,811.74
set03/video_0001,1590,3_1_220,1890.16,634.19,1920.0,813.2
set03/video_0001,1660,3_1_221,849.79,754.25,855.65,774.81
set03/video_0001,1661,3_1_221,848.83,754.89,854.69,775.45
set03/video_0001,1662,3_1_221,847.88,755.53,853.74,776.09
set03/video_0001,1663,3_1_221,846.92,756.16,852.78,776.72
set03/video_0001,1664,3_1_221,845.97,756.8,851.83,777.36
set03/video_0001,1665,3_1_221,845.01,757.44,850.87,778.0
set03/video_0001,1666,3_1_221,844.34,755.81,850.2,776.37
set03/video_0001,1667,3_1_221,843.67,754.18,849.53,774.74
set03/video_0001,1668,3_1_221,842.99,752.55,848.85,773.12
set03/video_0001,1669,3_1_221,842.32,750.92,848.18,771.49
set03/video_0001,1670,3_1_221,841.65,749.29,847.51,769.86
set03/video_0001,1671,3_1_221,840.69,748.94,846.55,769.5
set03/video_0001,1672,3_1_221,839.74,748.58,845.6,769.15
set03/video_0001,1673,3_1_221,838.78,748.23,844.64,768.79
set03/video_0001,1674,3_1_221,837.83,747.87,843.69,768.44
set03/video_0001,1675,3_1_221,836.87,747.52,842.73,768.08
set03/video_0001,1676,3_1_221,835.98,747.84,841.84,768.4
set03/video_0001,1677,3_1_221,835.1,748.16,840.96,768.72
set03/video_0001,1678,3_1_221,834.21,748.48,840.07,769.04
set03/video_0001,1679,3_1_221,833.33,748.8,839.19,769.36
set03/video_0001,1680,3_1_221,832.44,749.12,838.3,769.68
set03/video_0001,1681,3_1_221,831.57,749.19,837.43,769.75
set03/video_0001,1682,3_1_221,830.7,749.26,836.56,769.82
set03/video_0001,1683,3_1_221,829.84,749.33,835.7,769.89
set03/video_0001,1684,3_1_221,828.97,749.4,834.83,769.96
set03/video_0001,1685,3_1_221,828.1,749.48,833.96,770.03
set03/video_0001,1686,3_1_221,827.23,749.55,833.09,770.11
set03/video_0001,1687,3_1_221,826.36,749.62,832.22,770.18
set03/video_0001,1688,3_1_221,825.5,749.69,831.36,770.25
set03/video_0001,1689,3_1_221,824.63,749.76,830.49,770.32
set03/video_0001,1690,3_1_221,823.76,749.83,829.62,770.39
set03/video_0001,1691,3_1_221,822.95,750.74,828.81,771.35
set03/video_0001,1692,3_1_221,822.13,751.66,827.99,772.3
set03/video_0001,1693,3_1_221,821.32,752.57,827.18,773.26
set03/video_0001,1694,3_1_221,820.5,753.49,826.36,774.21
set03/video_0001,1695,3_1_221,819.69,754.4,825.55,775.17
set03/video_0001,1696,3_1_221,818.66,753.12,824.52,773.84
set03/video_0001,1697,3_1_221,817.63,751.83,823.49,772.51
set03/video_0001,1698,3_1_221,816.6,749.51,822.46,770.15
set03/video_0001,1699,3_1_221,815.58,747.19,821.44,767.79
set03/video_0001,1700,3_1_221,814.55,744.87,820.41,765.43
set03/video_0001,1701,3_1_221,813.58,745.27,819.51,766.21
set03/video_0001,1702,3_1_221,812.61,745.66,818.61,767.0
set03/video_0001,1703,3_1_221,811.65,746.06,817.71,767.78
set03/video_0001,1704,3_1_221,810.68,746.45,816.81,768.56
set03/video_0001,1705,3_1_221,809.71,746.85,815.91,769.34
set03/video_0001,1706,3_1_221,808.74,747.24,815.0,770.13
set03/video_0001,1707,3_1_221,807.77,747.64,814.1,770.91
set03/video_0001,1708,3_1_221,806.8,748.03,813.2,771.69
set03/video_0001,1709,3_1_221,805.84,748.43,812.3,772.47
set03/video_0001,1710,3_1_221,804.87,747.26,811.4,771.7
set03/video_0001,1711,3_1_221,803.9,746.1,810.5,770.92
set03/video_0001,1712,3_1_221,803.16,745.35,809.75,770.17
set03/video_0001,1713,3_1_221,802.41,744.6,809.01,769.41
set03/video_0001,1714,3_1_221,801.67,743.84,808.26,768.66
set03/video_0001,1715,3_1_221,800.93,743.09,807.52,767.91
set03/video_0001,1716,3_1_221,800.18,744.18,806.78,769.0
set03/video_0001,1717,3_1_221,799.44,745.27,806.03,770.09
set03/video_0001,1718,3_1_221,798.69,746.37,805.29,771.18
set03/video_0001,1719,3_1_221,797.95,747.46,804.55,772.28
set03/video_0001,1720,3_1_221,797.21,748.55,803.8,773.37
set03/video_0001,1721,3_1_221,796.46,749.64,803.06,774.46
set03/video_0001,1722,3_1_221,795.47,749.54,802.17,774.56
set03/video_0001,1723,3_1_221,794.49,749.43,801.27,774.66
set03/video_0001,1724,3_1_221,793.5,749.33,800.38,774.77
set03/video_0001,1725,3_1_221,792.52,749.22,799.49,774.87
set03/video_0001,1726,3_1_221,791.53,749.12,798.6,774.97
set03/video_0001,1727,3_1_221,790.54,749.02,797.7,775.07
set03/video_0001,1728,3_1_221,789.56,748.91,796.81,775.17
set03/video_0001,1729,3_1_221,788.57,748.81,795.92,775.28
set03/video_0001,1730,3_1_221,787.59,748.7,795.02,775.38
set03/video_0001,1731,3_1_221,786.6,748.6,794.13,775.48
set03/video_0001,1732,3_1_221,785.4,748.47,793.24,775.99
set03/video_0001,1733,3_1_221,784.2,748.34,792.35,776.5
set03/video_0001,1734,3_1_221,783.0,748.21,791.45,777.01
set03/video_0001,1735,3_1_221,781.8,748.08,790.56,777.52
set03/video_0001,1736,3_1_221,780.6,747.95,789.67,778.03
set03/video_0001,1737,3_1_221,779.4,747.82,788.78,778.54
set03/video_0001,1738,3_1_221,778.2,747.69,787.89,779.05
set03/video_0001,1739,3_1_221,777.0,747.56,786.99,779.56
set03/video_0001,1740,3_1_221,775.8,747.43,786.1,780.07
set03/video_0001,1741,3_1_221,774.6,747.3,785.21,780.58
set03/video_0001,1742,3_1_221,773.5,747.12,783.97,780.63
set03/video_0001,1743,3_1_221,772.41,746.94,782.73,780.68
set03/video_0001,1744,3_1_221,771.31,746.77,781.49,780.74
set03/video_0001,1745,3_1_221,770.21,746.59,780.25,780.79
set03/video_0001,1746,3_1_221,769.12,746.41,779.0,780.84
set03/video_0001,1747,3_1_221,768.02,746.23,777.76,780.89
set03/video_0001,1748,3_1_221,766.92,746.05,776.52,780.94
set03/video_0001,1749,3_1_221,765.82,745.88,775.28,781.0
set03/video_0001,1750,3_1_221,764.73,745.7,774.04,781.05
set03/video_0001,1751,3_1_221,763.63,745.52,772.8,781.1
set03/video_0001,1752,3_1_221,762.1,745.35,771.4,781.05
set03/video_0001,1753,3_1_221,760.56,745.18,769.99,781.0
set03/video_0001,1754,3_1_221,759.03,745.0,768.59,780.95
set03/video_0001,1755,3_1_221,757.5,744.83,767.19,780.9
set03/video_0001,1756,3_1_221,755.96,744.66,765.78,780.85
set03/video_0001,1757,3_1_221,754.43,744.49,764.38,780.79
set03/video_0001,1758,3_1_221,752.9,744.32,762.98,780.74
set03/video_0001,1759,3_1_221,751.37,744.14,761.58,780.69
set03/video_0001,1760,3_1_221,749.83,743.97,760.17,780.64
set03/video_0001,1761,3_1_221,748.3,743.8,758.77,780.59
set03/video_0001,1762,3_1_221,746.57,743.19,757.04,780.54
set03/video_0001,1763,3_1_221,744.83,742.58,755.3,780.49
set03/video_0001,1764,3_1_221,743.1,741.96,753.57,780.44
set03/video_0001,1765,3_1_221,741.36,741.35,751.83,780.39
set03/video_0001,1766,3_1_221,739.63,740.74,750.1,780.35
set03/video_0001,1767,3_1_221,737.9,740.13,748.37,780.3
set03/video_0001,1768,3_1_221,736.16,739.52,746.63,780.25
set03/video_0001,1769,3_1_221,734.43,738.9,744.9,780.2
set03/video_0001,1770,3_1_221,732.69,738.29,743.16,780.15
set03/video_0001,1771,3_1_221,730.96,737.68,741.43,780.1
set03/video_0001,1772,3_1_221,728.74,738.09,739.37,780.79
set03/video_0001,1773,3_1_221,726.52,738.5,737.3,781.48
set03/video_0001,1774,3_1_221,724.3,738.9,735.24,782.17
set03/video_0001,1775,3_1_221,722.08,739.31,733.18,782.86
set03/video_0001,1776,3_1_221,719.87,739.72,731.12,783.55
set03/video_0001,1777,3_1_221,717.65,740.13,729.05,784.24
set03/video_0001,1778,3_1_221,715.43,740.54,726.99,784.93
set03/video_0001,1779,3_1_221,713.21,740.94,724.93,785.62
set03/video_0001,1780,3_1_221,710.99,741.35,722.86,786.31
set03/video_0001,1781,3_1_221,708.77,741.76,720.8,787.0
set03/video_0001,1782,3_1_221,706.35,741.71,718.17,787.31
set03/video_0001,1783,3_1_221,703.92,741.66,715.54,787.62
set03/video_0001,1784,3_1_221,701.5,741.61,712.91,787.93
set03/video_0001,1785,3_1_221,699.08,741.56,710.28,788.24
set03/video_0001,1786,3_1_221,696.65,741.5,707.65,788.55
set03/video_0001,1787,3_1_221,694.23,741.45,705.02,788.86
set03/video_0001,1788,3_1_221,691.81,741.4,702.39,789.17
set03/video_0001,1789,3_1_221,689.39,741.35,699.76,789.48
set03/video_0001,1790,3_1_221,686.96,741.3,697.13,789.79
set03/video_0001,1791,3_1_221,684.54,741.25,694.5,790.1
set03/video_0001,1792,3_1_221,681.51,740.61,691.64,790.07
set03/video_0001,1793,3_1_221,678.47,739.98,688.78,790.04
set03/video_0001,1794,3_1_221,675.44,739.34,685.92,790.01
set03/video_0001,1795,3_1_221,672.4,738.7,683.06,789.98
set03/video_0001,1796,3_1_221,669.37,738.07,680.2,789.95
set03/video_0001,1797,3_1_221,666.34,737.43,677.34,789.92
set03/video_0001,1798,3_1_221,663.3,736.79,674.48,789.89
set03/video_0001,1799,3_1_221,660.27,736.15,671.62,789.86
set03/video_0001,1800,3_1_221,657.23,735.52,668.76,789.83
set03/video_0001,1801,3_1_221,654.2,734.88,665.9,789.8
set03/video_0001,1802,3_1_221,650.27,734.84,662.19,790.61
set03/video_0001,1803,3_1_221,646.34,734.81,658.48,791.42
set03/video_0001,1804,3_1_221,642.41,734.77,654.77,792.23
set03/video_0001,1805,3_1_221,638.48,734.73,651.06,793.04
set03/video_0001,1806,3_1_221,634.56,734.69,647.35,793.85
set03/video_0001,1807,3_1_221,630.63,734.66,643.64,794.66
set03/video_0001,1808,3_1_221,626.7,734.62,639.93,795.47
set03/video_0001,1809,3_1_221,622.77,734.58,636.22,796.28
set03/video_0001,1810,3_1_221,618.84,734.55,632.51,797.09
set03/video_0001,1811,3_1_221,614.91,734.51,628.8,797.9
set03/video_0001,1812,3_1_221,609.81,734.18,624.1,798.78
set03/video_0001,1813,3_1_221,604.7,733.85,619.4,799.66
set03/video_0001,1814,3_1_221,599.6,733.52,614.38,800.54
set03/video_0001,1815,3_1_221,594.49,733.19,609.35,801.42
set03/video_0001,1816,3_1_221,589.38,732.86,604.33,802.3
set03/video_0001,1817,3_1_221,584.28,732.53,599.3,803.18
set03/video_0001,1818,3_1_221,579.18,732.19,594.27,804.06
set03/video_0001,1819,3_1_221,574.07,731.86,589.25,804.94
set03/video_0001,1820,3_1_221,568.97,731.53,584.23,805.82
set03/video_0001,1821,3_1_221,563.86,731.2,579.2,806.7
set03/video_0001,1822,3_1_221,556.77,730.65,572.3,807.4
set03/video_0001,1823,3_1_221,549.69,730.1,565.4,808.1
set03/video_0001,1824,3_1_221,542.6,729.55,558.5,808.8
set03/video_0001,1825,3_1_221,535.51,729.0,551.6,809.5
set03/video_0001,1826,3_1_221,528.42,728.45,544.7,810.2
set03/video_0001,1827,3_1_221,521.34,727.9,537.8,810.9
set03/video_0001,1828,3_1_221,514.25,727.35,530.9,811.6
set03/video_0001,1829,3_1_221,507.16,726.8,524.0,812.3
set03/video_0001,1830,3_1_221,500.08,726.25,517.1,813.0
set03/video_0001,1831,3_1_221,492.99,725.7,510.2,813.7
set03/video_0001,1832,3_1_221,484.09,725.35,502.8,815.23
set03/video_0001,1833,3_1_221,475.2,725.01,495.4,816.77
set03/video_0001,1834,3_1_221,466.3,724.66,488.0,818.3
set03/video_0001,1835,3_1_221,455.9,723.81,478.32,819.33
set03/video_0001,1836,3_1_221,445.49,722.96,468.64,820.36
set03/video_0001,1837,3_1_221,435.09,722.12,458.96,821.38
set03/video_0001,1838,3_1_221,424.68,721.27,449.28,822.41
set03/video_0001,1839,3_1_221,414.28,720.42,439.6,823.44
set03/video_0001,1840,3_1_221,403.88,719.57,427.35,824.47
set03/video_0001,1841,3_1_221,393.47,718.72,415.1,825.5
set03/video_0001,1842,3_1_221,379.72,717.46,402.23,826.58
set03/video_0001,1843,3_1_221,365.96,716.19,389.37,827.66
set03/video_0001,1844,3_1_221,352.21,714.93,376.5,828.74
set03/video_0001,1845,3_1_221,338.45,713.67,363.63,829.83
set03/video_0001,1846,3_1_221,324.7,712.41,350.76,830.91
set03/video_0001,1847,3_1_221,310.94,711.14,337.9,831.99
set03/video_0001,1848,3_1_221,297.19,709.88,325.03,833.07
set03/video_0001,1849,3_1_221,281.26,707.75,309.99,833.28
set03/video_0001,1850,3_1_221,265.33,705.62,294.94,833.49
set03/video_0001,1851,3_1_221,249.4,703.49,279.9,833.7
set03/video_0001,1852,3_1_221,230.73,700.63,262.0,835.29
set03/video_0001,1853,3_1_221,212.06,697.78,244.09,836.88
set03/video_0001,1854,3_1_221,193.4,694.93,226.19,838.47
set03/video_0001,1855,3_1_221,174.73,692.07,208.29,840.06
set03/video_0001,1856,3_1_221,153.01,689.21,187.34,841.65
set03/video_0001,1857,3_1_221,131.3,686.36,166.39,843.24
set03/video_0001,1858,3_1_221,109.58,683.5,145.44,844.83
set03/video_0001,1859,3_1_221,87.87,680.64,124.5,846.42
set03/video_0001,1860,3_1_221,66.15,677.79,103.55,848.01
set03/video_0001,1861,3_1_221,44.44,674.93,82.6,849.6
set03/video_0001,1862,3_1_221,22.22,669.54,58.15,846.1
set03/video_0001,1863,3_1_221,0.0,664.15,33.7,842.6
set03/video_0001,1864,3_1_221,0.0,664.15,12.1,842.6
set03/video_0001,1758,3_1_222,756.05,742.25,765.54,780.81
set03/video_0001,1759,3_1_222,754.7,742.56,764.19,781.12
set03/video_0001,1760,3_1_222,753.36,742.86,762.84,781.42
set03/video_0001,1761,3_1_222,752.01,743.17,761.5,781.73
set03/video_0001,1762,3_1_222,750.67,743.47,760.15,782.03
set03/video_0001,1763,3_1_222,749.32,743.78,758.8,782.34
set03/video_0001,1764,3_1_222,747.51,743.44,757.0,782.0
set03/video_0001,1765,3_1_222,745.71,743.11,755.19,781.67
set03/video_0001,1766,3_1_222,743.9,742.77,753.38,781.33
set03/video_0001,1767,3_1_222,742.1,742.43,751.58,780.99
set03/video_0001,1768,3_1_222,740.29,742.1,749.77,780.65
set03/video_0001,1769,3_1_222,738.48,741.76,747.97,780.32
set03/video_0001,1770,3_1_222,736.68,741.42,746.16,779.98
set03/video_0001,1771,3_1_222,734.87,741.08,744.36,779.64
set03/video_0001,1772,3_1_222,733.07,740.75,742.55,779.31
set03/video_0001,1773,3_1_222,731.26,740.41,740.75,778.97
set03/video_0001,1774,3_1_222,729.45,741.11,739.28,780.38
set03/video_0001,1775,3_1_222,727.64,741.81,737.81,781.79
set03/video_0001,1776,3_1_222,725.82,742.5,736.34,783.19
set03/video_0001,1777,3_1_222,724.01,743.2,734.87,784.6
set03/video_0001,1778,3_1_222,722.2,743.9,733.4,786.01
set03/video_0001,1779,3_1_222,720.0,743.72,731.2,786.63
set03/video_0001,1780,3_1_222,717.79,743.53,729.0,787.25
set03/video_0001,1781,3_1_222,715.59,743.35,726.79,787.86
set03/video_0001,1782,3_1_222,713.38,743.16,724.59,788.48
set03/video_0001,1783,3_1_222,711.18,742.98,722.39,789.1
set03/video_0001,1784,3_1_222,708.92,742.86,720.12,789.58
set03/video_0001,1785,3_1_222,706.65,742.74,717.86,790.06
set03/video_0001,1786,3_1_222,704.39,742.61,715.59,790.54
set03/video_0001,1787,3_1_222,702.12,742.49,713.33,791.02
set03/video_0001,1788,3_1_222,699.86,742.37,711.06,791.5
set03/video_0001,1789,3_1_222,697.23,742.0,708.55,791.74
set03/video_0001,1790,3_1_222,694.6,741.64,706.04,791.98
set03/video_0001,1791,3_1_222,691.96,741.27,703.52,792.22
set03/video_0001,1792,3_1_222,689.33,740.91,701.01,792.46
set03/video_0001,1793,3_1_222,686.7,740.54,698.5,792.7
set03/video_0001,1794,3_1_222,683.88,739.74,695.68,791.9
set03/video_0001,1795,3_1_222,681.07,738.95,692.87,791.11
set03/video_0001,1796,3_1_222,678.25,738.15,690.05,790.31
set03/video_0001,1797,3_1_222,675.44,737.36,687.24,789.52
set03/video_0001,1798,3_1_222,672.62,736.56,684.42,788.72
set03/video_0001,1799,3_1_222,669.22,736.19,681.36,788.84
set03/video_0001,1800,3_1_222,665.81,735.82,678.3,788.97
set03/video_0001,1801,3_1_222,662.41,735.44,675.24,789.09
set03/video_0001,1802,3_1_222,659.0,735.07,672.18,789.22
set03/video_0001,1803,3_1_222,655.6,734.7,669.12,789.34
set03/video_0001,1804,3_1_222,652.05,734.7,665.57,790.07
set03/video_0001,1805,3_1_222,648.5,734.7,662.02,790.8
set03/video_0001,1806,3_1_222,644.95,734.7,658.47,791.54
set03/video_0001,1807,3_1_222,641.4,734.7,654.92,792.27
set03/video_0001,1808,3_1_222,637.85,734.7,651.37,793.0
set03/video_0001,1809,3_1_222,633.5,735.06,647.46,794.29
set03/video_0001,1810,3_1_222,629.16,735.42,643.54,795.57
set03/video_0001,1811,3_1_222,624.81,735.78,639.63,796.86
set03/video_0001,1812,3_1_222,620.47,736.14,635.71,798.14
set03/video_0001,1813,3_1_222,616.12,736.5,631.8,799.43
set03/video_0001,1814,3_1_222,611.1,736.5,626.78,800.22
set03/video_0001,1815,3_1_222,606.08,736.5,621.76,801.02
set03/video_0001,1816,3_1_222,601.07,736.5,616.75,801.81
set03/video_0001,1817,3_1_222,596.05,736.5,611.73,802.61
set03/video_0001,1818,3_1_222,591.03,736.5,606.71,803.4
set03/video_0001,1819,3_1_222,585.42,736.1,601.94,804.62
set03/video_0001,1820,3_1_222,579.82,735.7,597.16,805.85
set03/video_0001,1821,3_1_222,574.21,735.3,592.39,807.07
set03/video_0001,1822,3_1_222,568.61,734.9,587.61,808.3
set03/video_0001,1823,3_1_222,563.0,734.5,582.84,809.52
set03/video_0001,1824,3_1_222,556.02,733.77,575.86,809.64
set03/video_0001,1825,3_1_222,549.04,733.03,568.88,809.75
set03/video_0001,1826,3_1_222,542.07,732.3,561.91,809.87
set03/video_0001,1827,3_1_222,535.09,731.56,554.93,809.98
set03/video_0001,1828,3_1_222,528.11,730.83,547.95,810.1
set03/video_0001,1829,3_1_222,520.58,730.03,540.42,811.32
set03/video_0001,1830,3_1_222,513.05,729.24,532.89,812.54
set03/video_0001,1831,3_1_222,505.53,728.44,525.37,813.76
set03/video_0001,1832,3_1_222,498.0,727.65,517.84,814.98
set03/video_0001,1833,3_1_222,490.47,726.85,510.31,816.2
set03/video_0001,1834,3_1_222,481.11,725.93,502.05,817.12
set03/video_0001,1835,3_1_222,471.74,725.01,493.79,818.04
set03/video_0001,1836,3_1_222,462.38,724.1,485.52,818.96
set03/video_0001,1837,3_1_222,453.01,723.18,477.26,819.88
set03/video_0001,1838,3_1_222,443.65,722.26,469.0,820.8
set03/video_0001,1839,3_1_222,432.51,722.2,458.48,822.34
set03/video_0001,1840,3_1_222,421.37,722.14,447.96,823.88
