narration_id,participant_id,video_id,start_frame,stop_frame,event_start_frame,time_to_event_frames,time_to_event_sec,start_timestamp,stop_timestamp,event_start_timestamp,cross,cross_class,look,look_class,action,action_class,intersection_class,signalized_class
set01/video_0001_1_1_4_obs6,1_1_4,set01/video_0001,1413,1427,1457,30,1.0,00:47.1,00:47.6,00:48.6,0,0,0,0,0,0,3,0
set01/video_0001_1_1_9_obs0,1_1_9,set01/video_0001,15194,15208,15298,90,3.0,08:26.5,08:26.9,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs1,1_1_9,set01/video_0001,15204,15218,15298,80,2.6666666666666665,08:26.8,08:27.3,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs2,1_1_9,set01/video_0001,15214,15228,15298,70,2.333333333333333,08:27.1,08:27.6,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs3,1_1_9,set01/video_0001,15224,15238,15298,60,2.0,08:27.5,08:27.9,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs4,1_1_9,set01/video_0001,15234,15248,15298,50,1.6666666666666667,08:27.8,08:28.3,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs5,1_1_9,set01/video_0001,15244,15258,15298,40,1.3333333333333333,08:28.1,08:28.6,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_9_obs6,1_1_9,set01/video_0001,15254,15268,15298,30,1.0,08:28.5,08:28.9,08:29.9,0,0,0,0,0,0,4,3
set01/video_0001_1_1_13_obs0,1_1_13,set01/video_0001,1122,1136,1206,70,2.333333333333333,00:37.4,00:37.9,00:40.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_13_obs1,1_1_13,set01/video_0001,1132,1146,1206,60,2.0,00:37.7,00:38.2,00:40.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_13_obs2,1_1_13,set01/video_0001,1142,1156,1206,50,1.6666666666666667,00:38.1,00:38.5,00:40.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_13_obs3,1_1_13,set01/video_0001,1152,1166,1206,40,1.3333333333333333,00:38.4,00:38.9,00:40.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_13_obs4,1_1_13,set01/video_0001,1162,1176,1206,30,1.0,00:38.7,00:39.2,00:40.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_20_obs0,1_1_20,set01/video_0001,16449,16463,16553,90,3.0,09:08.3,09:08.8,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs1,1_1_20,set01/video_0001,16459,16473,16553,80,2.6666666666666665,09:08.6,09:09.1,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs2,1_1_20,set01/video_0001,16469,16483,16553,70,2.333333333333333,09:09.0,09:09.4,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs3,1_1_20,set01/video_0001,16479,16493,16553,60,2.0,09:09.3,09:09.8,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs4,1_1_20,set01/video_0001,16489,16503,16553,50,1.6666666666666667,09:09.6,09:10.1,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs5,1_1_20,set01/video_0001,16499,16513,16553,40,1.3333333333333333,09:10.0,09:10.4,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_20_obs6,1_1_20,set01/video_0001,16509,16523,16553,30,1.0,09:10.3,09:10.8,09:11.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs0,1_1_21,set01/video_0001,16465,16479,16569,90,3.0,09:08.8,09:09.3,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs1,1_1_21,set01/video_0001,16475,16489,16569,80,2.6666666666666665,09:09.2,09:09.6,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs2,1_1_21,set01/video_0001,16485,16499,16569,70,2.333333333333333,09:09.5,09:10.0,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs3,1_1_21,set01/video_0001,16495,16509,16569,60,2.0,09:09.8,09:10.3,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs4,1_1_21,set01/video_0001,16505,16519,16569,50,1.6666666666666667,09:10.2,09:10.6,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs5,1_1_21,set01/video_0001,16515,16529,16569,40,1.3333333333333333,09:10.5,09:11.0,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_21_obs6,1_1_21,set01/video_0001,16525,16539,16569,30,1.0,09:10.8,09:11.3,09:12.3,0,0,0,0,0,0,4,3
set01/video_0001_1_1_8_obs0,1_1_8,set01/video_0001,10007,10021,10111,90,3.0,05:33.6,05:34.0,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs1,1_1_8,set01/video_0001,10017,10031,10111,80,2.6666666666666665,05:33.9,05:34.4,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs2,1_1_8,set01/video_0001,10027,10041,10111,70,2.333333333333333,05:34.2,05:34.7,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs3,1_1_8,set01/video_0001,10037,10051,10111,60,2.0,05:34.6,05:35.0,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs4,1_1_8,set01/video_0001,10047,10061,10111,50,1.6666666666666667,05:34.9,05:35.4,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs5,1_1_8,set01/video_0001,10057,10071,10111,40,1.3333333333333333,05:35.2,05:35.7,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_8_obs6,1_1_8,set01/video_0001,10067,10081,10111,30,1.0,05:35.6,05:36.0,05:37.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_15_obs0,1_1_15,set01/video_0001,13672,13686,13776,90,3.0,07:35.7,07:36.2,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs1,1_1_15,set01/video_0001,13682,13696,13776,80,2.6666666666666665,07:36.1,07:36.5,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs2,1_1_15,set01/video_0001,13692,13706,13776,70,2.333333333333333,07:36.4,07:36.9,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs3,1_1_15,set01/video_0001,13702,13716,13776,60,2.0,07:36.7,07:37.2,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs4,1_1_15,set01/video_0001,13712,13726,13776,50,1.6666666666666667,07:37.1,07:37.5,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs5,1_1_15,set01/video_0001,13722,13736,13776,40,1.3333333333333333,07:37.4,07:37.9,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_15_obs6,1_1_15,set01/video_0001,13732,13746,13776,30,1.0,07:37.7,07:38.2,07:39.2,0,0,0,0,0,0,0,0
set01/video_0001_1_1_18_obs0,1_1_18,set01/video_0001,13961,13975,14065,90,3.0,07:45.4,07:45.8,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs1,1_1_18,set01/video_0001,13971,13985,14065,80,2.6666666666666665,07:45.7,07:46.2,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs2,1_1_18,set01/video_0001,13981,13995,14065,70,2.333333333333333,07:46.0,07:46.5,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs3,1_1_18,set01/video_0001,13991,14005,14065,60,2.0,07:46.4,07:46.8,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs4,1_1_18,set01/video_0001,14001,14015,14065,50,1.6666666666666667,07:46.7,07:47.2,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs5,1_1_18,set01/video_0001,14011,14025,14065,40,1.3333333333333333,07:47.0,07:47.5,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_18_obs6,1_1_18,set01/video_0001,14021,14035,14065,30,1.0,07:47.4,07:47.8,07:48.8,0,0,0,0,0,0,4,3
set01/video_0001_1_1_19_obs0,1_1_19,set01/video_0001,13955,13969,14059,90,3.0,07:45.2,07:45.6,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs1,1_1_19,set01/video_0001,13965,13979,14059,80,2.6666666666666665,07:45.5,07:46.0,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs2,1_1_19,set01/video_0001,13975,13989,14059,70,2.333333333333333,07:45.8,07:46.3,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs3,1_1_19,set01/video_0001,13985,13999,14059,60,2.0,07:46.2,07:46.6,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs4,1_1_19,set01/video_0001,13995,14009,14059,50,1.6666666666666667,07:46.5,07:47.0,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs5,1_1_19,set01/video_0001,14005,14019,14059,40,1.3333333333333333,07:46.8,07:47.3,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_19_obs6,1_1_19,set01/video_0001,14015,14029,14059,30,1.0,07:47.2,07:47.6,07:48.6,0,0,1,1,0,0,4,3
set01/video_0001_1_1_16_obs0,1_1_16,set01/video_0001,13700,13714,13804,90,3.0,07:36.7,07:37.1,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs1,1_1_16,set01/video_0001,13710,13724,13804,80,2.6666666666666665,07:37.0,07:37.5,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs2,1_1_16,set01/video_0001,13720,13734,13804,70,2.333333333333333,07:37.3,07:37.8,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs3,1_1_16,set01/video_0001,13730,13744,13804,60,2.0,07:37.7,07:38.1,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs4,1_1_16,set01/video_0001,13740,13754,13804,50,1.6666666666666667,07:38.0,07:38.5,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs5,1_1_16,set01/video_0001,13750,13764,13804,40,1.3333333333333333,07:38.3,07:38.8,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_16_obs6,1_1_16,set01/video_0001,13760,13774,13804,30,1.0,07:38.7,07:39.1,07:40.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_17_obs0,1_1_17,set01/video_0001,13906,13920,14010,90,3.0,07:43.5,07:44.0,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs1,1_1_17,set01/video_0001,13916,13930,14010,80,2.6666666666666665,07:43.9,07:44.3,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs2,1_1_17,set01/video_0001,13926,13940,14010,70,2.333333333333333,07:44.2,07:44.7,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs3,1_1_17,set01/video_0001,13936,13950,14010,60,2.0,07:44.5,07:45.0,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs4,1_1_17,set01/video_0001,13946,13960,14010,50,1.6666666666666667,07:44.9,07:45.3,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs5,1_1_17,set01/video_0001,13956,13970,14010,40,1.3333333333333333,07:45.2,07:45.7,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_17_obs6,1_1_17,set01/video_0001,13966,13980,14010,30,1.0,07:45.5,07:46.0,07:47.0,0,0,1,1,0,0,4,3
set01/video_0001_1_1_10_obs0,1_1_10,set01/video_0001,16335,16349,16439,90,3.0,09:04.5,09:05.0,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs1,1_1_10,set01/video_0001,16345,16359,16439,80,2.6666666666666665,09:04.8,09:05.3,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs2,1_1_10,set01/video_0001,16355,16369,16439,70,2.333333333333333,09:05.2,09:05.6,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs3,1_1_10,set01/video_0001,16365,16379,16439,60,2.0,09:05.5,09:06.0,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs4,1_1_10,set01/video_0001,16375,16389,16439,50,1.6666666666666667,09:05.8,09:06.3,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs5,1_1_10,set01/video_0001,16385,16399,16439,40,1.3333333333333333,09:06.2,09:06.6,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_10_obs6,1_1_10,set01/video_0001,16395,16409,16439,30,1.0,09:06.5,09:07.0,09:08.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_12_obs0,1_1_12,set01/video_0001,17238,17252,17342,90,3.0,09:34.6,09:35.1,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs1,1_1_12,set01/video_0001,17248,17262,17342,80,2.6666666666666665,09:34.9,09:35.4,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs2,1_1_12,set01/video_0001,17258,17272,17342,70,2.333333333333333,09:35.3,09:35.7,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs3,1_1_12,set01/video_0001,17268,17282,17342,60,2.0,09:35.6,09:36.1,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs4,1_1_12,set01/video_0001,17278,17292,17342,50,1.6666666666666667,09:35.9,09:36.4,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs5,1_1_12,set01/video_0001,17288,17302,17342,40,1.3333333333333333,09:36.3,09:36.7,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_12_obs6,1_1_12,set01/video_0001,17298,17312,17342,30,1.0,09:36.6,09:37.1,09:38.1,0,0,0,0,0,0,0,0
set01/video_0001_1_1_11_obs0,1_1_11,set01/video_0001,16457,16471,16561,90,3.0,09:08.6,09:09.0,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs1,1_1_11,set01/video_0001,16467,16481,16561,80,2.6666666666666665,09:08.9,09:09.4,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs2,1_1_11,set01/video_0001,16477,16491,16561,70,2.333333333333333,09:09.2,09:09.7,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs3,1_1_11,set01/video_0001,16487,16501,16561,60,2.0,09:09.6,09:10.0,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs4,1_1_11,set01/video_0001,16497,16511,16561,50,1.6666666666666667,09:09.9,09:10.4,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs5,1_1_11,set01/video_0001,16507,16521,16561,40,1.3333333333333333,09:10.2,09:10.7,09:12.0,0,0,0,0,0,0,4,3
set01/video_0001_1_1_11_obs6,1_1_11,set01/video_0001,16517,16531,16561,30,1.0,09:10.6,09:11.0,09:12.0,0,0,0,0,0,0,4,3
set01/video_0002_1_2_25_obs0,1_2_25,set01/video_0002,6106,6120,6210,90,3.0,03:23.5,03:24.0,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs1,1_2_25,set01/video_0002,6116,6130,6210,80,2.6666666666666665,03:23.9,03:24.3,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs2,1_2_25,set01/video_0002,6126,6140,6210,70,2.333333333333333,03:24.2,03:24.7,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs3,1_2_25,set01/video_0002,6136,6150,6210,60,2.0,03:24.5,03:25.0,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs4,1_2_25,set01/video_0002,6146,6160,6210,50,1.6666666666666667,03:24.9,03:25.3,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs5,1_2_25,set01/video_0002,6156,6170,6210,40,1.3333333333333333,03:25.2,03:25.7,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_25_obs6,1_2_25,set01/video_0002,6166,6180,6210,30,1.0,03:25.5,03:26.0,03:27.0,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs0,1_2_28,set01/video_0002,7058,7072,7162,90,3.0,03:55.3,03:55.7,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs1,1_2_28,set01/video_0002,7068,7082,7162,80,2.6666666666666665,03:55.6,03:56.1,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs2,1_2_28,set01/video_0002,7078,7092,7162,70,2.333333333333333,03:55.9,03:56.4,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs3,1_2_28,set01/video_0002,7088,7102,7162,60,2.0,03:56.3,03:56.7,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs4,1_2_28,set01/video_0002,7098,7112,7162,50,1.6666666666666667,03:56.6,03:57.1,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs5,1_2_28,set01/video_0002,7108,7122,7162,40,1.3333333333333333,03:56.9,03:57.4,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_28_obs6,1_2_28,set01/video_0002,7118,7132,7162,30,1.0,03:57.3,03:57.7,03:58.7,0,0,0,0,0,0,0,0
set01/video_0002_1_2_46_obs0,1_2_46,set01/video_0002,13981,13995,14085,90,3.0,07:46.0,07:46.5,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs1,1_2_46,set01/video_0002,13991,14005,14085,80,2.6666666666666665,07:46.4,07:46.8,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs2,1_2_46,set01/video_0002,14001,14015,14085,70,2.333333333333333,07:46.7,07:47.2,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs3,1_2_46,set01/video_0002,14011,14025,14085,60,2.0,07:47.0,07:47.5,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs4,1_2_46,set01/video_0002,14021,14035,14085,50,1.6666666666666667,07:47.4,07:47.8,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs5,1_2_46,set01/video_0002,14031,14045,14085,40,1.3333333333333333,07:47.7,07:48.2,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_46_obs6,1_2_46,set01/video_0002,14041,14055,14085,30,1.0,07:48.0,07:48.5,07:49.5,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs0,1_2_48,set01/video_0002,13985,13999,14089,90,3.0,07:46.2,07:46.6,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs1,1_2_48,set01/video_0002,13995,14009,14089,80,2.6666666666666665,07:46.5,07:47.0,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs2,1_2_48,set01/video_0002,14005,14019,14089,70,2.333333333333333,07:46.8,07:47.3,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs3,1_2_48,set01/video_0002,14015,14029,14089,60,2.0,07:47.2,07:47.6,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs4,1_2_48,set01/video_0002,14025,14039,14089,50,1.6666666666666667,07:47.5,07:48.0,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs5,1_2_48,set01/video_0002,14035,14049,14089,40,1.3333333333333333,07:47.8,07:48.3,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_48_obs6,1_2_48,set01/video_0002,14045,14059,14089,30,1.0,07:48.2,07:48.6,07:49.6,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs0,1_2_53,set01/video_0002,4604,4618,4708,90,3.0,02:33.5,02:33.9,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs1,1_2_53,set01/video_0002,4614,4628,4708,80,2.6666666666666665,02:33.8,02:34.3,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs2,1_2_53,set01/video_0002,4624,4638,4708,70,2.333333333333333,02:34.1,02:34.6,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs3,1_2_53,set01/video_0002,4634,4648,4708,60,2.0,02:34.5,02:34.9,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs4,1_2_53,set01/video_0002,4644,4658,4708,50,1.6666666666666667,02:34.8,02:35.3,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs5,1_2_53,set01/video_0002,4654,4668,4708,40,1.3333333333333333,02:35.1,02:35.6,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_53_obs6,1_2_53,set01/video_0002,4664,4678,4708,30,1.0,02:35.5,02:35.9,02:36.9,0,0,0,0,0,0,4,3
set01/video_0002_1_2_26_obs0,1_2_26,set01/video_0002,6762,6776,6866,90,3.0,03:45.4,03:45.9,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs1,1_2_26,set01/video_0002,6772,6786,6866,80,2.6666666666666665,03:45.7,03:46.2,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs2,1_2_26,set01/video_0002,6782,6796,6866,70,2.333333333333333,03:46.1,03:46.5,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs3,1_2_26,set01/video_0002,6792,6806,6866,60,2.0,03:46.4,03:46.9,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs4,1_2_26,set01/video_0002,6802,6816,6866,50,1.6666666666666667,03:46.7,03:47.2,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs5,1_2_26,set01/video_0002,6812,6826,6866,40,1.3333333333333333,03:47.1,03:47.5,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_26_obs6,1_2_26,set01/video_0002,6822,6836,6866,30,1.0,03:47.4,03:47.9,03:48.9,0,0,0,0,0,0,0,0
set01/video_0002_1_2_27_obs0,1_2_27,set01/video_0002,6759,6773,6863,90,3.0,03:45.3,03:45.8,03:48.8,0,0,1,1,0,0,0,0
set01/video_0002_1_2_27_obs1,1_2_27,set01/video_0002,6769,6783,6863,80,2.6666666666666665,03:45.6,03:46.1,03:48.8,0,0,1,1,0,0,0,0
set01/video_0002_1_2_27_obs2,1_2_27,set01/video_0002,6779,6793,6863,70,2.333333333333333,03:46.0,03:46.4,03:48.8,0,0,1,1,0,0,0,0
set01/video_0002_1_2_27_obs3,1_2_27,set01/video_0002,6789,6803,6863,60,2.0,03:46.3,03:46.8,03:48.8,0,0,1,1,0,0,0,0
set01/video_0002_1_2_27_obs4,1_2_27,set01/video_0002,6799,6813,6863,50,1.6666666666666667,03:46.6,03:47.1,03:48.8,0,0,1,1,0,0,0,0
